,xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
2920,76,94,99,121,with_mask,maksssksksss636,400,300,maksssksksss636.xml,maksssksksss636.png,maksssksksss636-2920.png
2921,163,113,187,133,with_mask,maksssksksss636,400,300,maksssksksss636.xml,maksssksksss636.png,maksssksksss636-2921.png
2922,229,93,243,108,without_mask,maksssksksss636,400,300,maksssksksss636.xml,maksssksksss636.png,maksssksksss636-2922.png
2923,271,103,285,121,without_mask,maksssksksss636,400,300,maksssksksss636.xml,maksssksksss636.png,maksssksksss636-2923.png
2924,37,100,46,112,with_mask,maksssksksss636,400,300,maksssksksss636.xml,maksssksksss636.png,maksssksksss636-2924.png
2925,37,36,55,54,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2925.png
2926,162,24,192,54,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2926.png
2927,176,109,202,127,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2927.png
2928,261,36,287,63,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2928.png
2929,312,33,329,45,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2929.png
2930,357,27,371,42,with_mask,maksssksksss637,400,226,maksssksksss637.xml,maksssksksss637.png,maksssksksss637-2930.png
2931,53,100,108,158,with_mask,maksssksksss638,400,264,maksssksksss638.xml,maksssksksss638.png,maksssksksss638-2931.png
2932,279,95,360,181,with_mask,maksssksksss638,400,264,maksssksksss638.xml,maksssksksss638.png,maksssksksss638-2932.png
2933,32,35,89,96,with_mask,maksssksksss639,400,226,maksssksksss639.xml,maksssksksss639.png,maksssksksss639-2933.png
2934,241,56,261,77,with_mask,maksssksksss639,400,226,maksssksksss639.xml,maksssksksss639.png,maksssksksss639-2934.png
2935,336,47,367,80,with_mask,maksssksksss639,400,226,maksssksksss639.xml,maksssksksss639.png,maksssksksss639-2935.png
2936,186,62,200,93,with_mask,maksssksksss639,400,226,maksssksksss639.xml,maksssksksss639.png,maksssksksss639-2936.png
2937,99,44,116,64,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2937.png
2938,151,41,171,61,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2938.png
2939,306,21,326,42,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2939.png
2940,354,32,357,38,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2940.png
2941,275,32,277,35,without_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2941.png
2942,243,34,246,37,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2942.png
2943,207,38,208,40,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2943.png
2944,216,37,218,39,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2944.png
2945,217,36,219,39,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2945.png
2946,226,35,227,37,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2946.png
2947,230,36,231,38,with_mask,maksssksksss64,400,225,maksssksksss64.xml,maksssksksss64.png,maksssksksss64-2947.png
2948,21,48,77,104,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2948.png
2949,118,84,163,131,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2949.png
2950,157,113,189,146,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2950.png
2951,172,65,202,95,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2951.png
2952,195,103,240,150,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2952.png
2953,260,129,302,173,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2953.png
2954,283,42,314,71,with_mask,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2954.png
2955,364,84,399,121,mask_incorrectly_worn,maksssksksss640,400,210,maksssksksss640.xml,maksssksksss640.png,maksssksksss640-2955.png
2956,1,248,15,273,without_mask,maksssksksss641,267,400,maksssksksss641.xml,maksssksksss641.png,maksssksksss641-2956.png
2957,12,240,36,269,without_mask,maksssksksss641,267,400,maksssksksss641.xml,maksssksksss641.png,maksssksksss641-2957.png
2958,66,200,108,248,without_mask,maksssksksss641,267,400,maksssksksss641.xml,maksssksksss641.png,maksssksksss641-2958.png
2959,216,272,257,318,without_mask,maksssksksss641,267,400,maksssksksss641.xml,maksssksksss641.png,maksssksksss641-2959.png
2960,72,9,117,75,with_mask,maksssksksss642,252,400,maksssksksss642.xml,maksssksksss642.png,maksssksksss642-2960.png
2961,138,100,182,158,with_mask,maksssksksss642,252,400,maksssksksss642.xml,maksssksksss642.png,maksssksksss642-2961.png
2962,131,126,277,284,with_mask,maksssksksss643,400,400,maksssksksss643.xml,maksssksksss643.png,maksssksksss643-2962.png
2963,52,198,172,337,with_mask,maksssksksss644,301,400,maksssksksss644.xml,maksssksksss644.png,maksssksksss644-2963.png
2964,53,184,173,323,with_mask,maksssksksss645,301,400,maksssksksss645.xml,maksssksksss645.png,maksssksksss645-2964.png
2965,91,188,201,334,with_mask,maksssksksss646,301,400,maksssksksss646.xml,maksssksksss646.png,maksssksksss646-2965.png
2966,21,40,66,87,mask_incorrectly_worn,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2966.png
2967,82,21,108,43,without_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2967.png
2968,134,44,152,67,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2968.png
2969,150,75,182,109,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2969.png
2970,62,159,145,240,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2970.png
2971,186,142,264,223,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2971.png
2972,229,85,268,128,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2972.png
2973,186,52,214,82,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2973.png
2974,317,47,350,81,without_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2974.png
2975,361,23,397,53,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2975.png
2976,368,58,400,96,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2976.png
2977,294,123,339,172,with_mask,maksssksksss647,400,265,maksssksksss647.xml,maksssksksss647.png,maksssksksss647-2977.png
2978,117,73,136,99,with_mask,maksssksksss648,400,267,maksssksksss648.xml,maksssksksss648.png,maksssksksss648-2978.png
2979,194,24,225,62,with_mask,maksssksksss648,400,267,maksssksksss648.xml,maksssksksss648.png,maksssksksss648-2979.png
2980,251,75,268,94,with_mask,maksssksksss648,400,267,maksssksksss648.xml,maksssksksss648.png,maksssksksss648-2980.png
2981,144,252,233,383,with_mask,maksssksksss649,301,400,maksssksksss649.xml,maksssksksss649.png,maksssksksss649-2981.png
2982,179,74,218,117,with_mask,maksssksksss65,400,300,maksssksksss65.xml,maksssksksss65.png,maksssksksss65-2982.png
2983,264,96,294,141,with_mask,maksssksksss65,400,300,maksssksksss65.xml,maksssksksss65.png,maksssksksss65-2983.png
2984,341,77,362,103,without_mask,maksssksksss65,400,300,maksssksksss65.xml,maksssksksss65.png,maksssksksss65-2984.png
2985,108,73,155,134,with_mask,maksssksksss650,267,400,maksssksksss650.xml,maksssksksss650.png,maksssksksss650-2985.png
2986,186,41,217,77,with_mask,maksssksksss651,400,226,maksssksksss651.xml,maksssksksss651.png,maksssksksss651-2986.png
2987,30,184,142,327,with_mask,maksssksksss652,301,400,maksssksksss652.xml,maksssksksss652.png,maksssksksss652-2987.png
2988,77,69,130,112,with_mask,maksssksksss653,400,225,maksssksksss653.xml,maksssksksss653.png,maksssksksss653-2988.png
2989,280,54,329,99,with_mask,maksssksksss653,400,225,maksssksksss653.xml,maksssksksss653.png,maksssksksss653-2989.png
2990,88,70,206,195,with_mask,maksssksksss654,267,400,maksssksksss654.xml,maksssksksss654.png,maksssksksss654-2990.png
2991,107,175,209,292,without_mask,maksssksksss655,301,400,maksssksksss655.xml,maksssksksss655.png,maksssksksss655-2991.png
2992,26,56,43,77,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2992.png
2993,57,69,77,87,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2993.png
2994,115,51,126,65,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2994.png
2995,133,61,152,85,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2995.png
2996,143,51,155,66,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2996.png
2997,155,59,171,78,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2997.png
2998,172,107,192,127,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2998.png
2999,171,56,177,70,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-2999.png
3000,186,60,197,75,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3000.png
3001,205,58,217,75,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3001.png
3002,216,58,233,78,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3002.png
3003,238,67,253,83,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3003.png
3004,253,72,268,91,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3004.png
3005,275,77,296,97,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3005.png
3006,284,47,293,60,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3006.png
3007,301,55,315,72,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3007.png
3008,316,56,330,71,without_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3008.png
3009,332,56,340,67,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3009.png
3010,345,51,361,67,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3010.png
3011,366,54,385,73,with_mask,maksssksksss656,400,245,maksssksksss656.xml,maksssksksss656.png,maksssksksss656-3011.png
3012,26,58,40,74,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3012.png
3013,61,58,77,77,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3013.png
3014,84,48,95,59,without_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3014.png
3015,94,35,110,50,without_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3015.png
3016,133,44,151,61,without_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3016.png
3017,191,51,212,76,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3017.png
3018,210,41,219,56,mask_incorrectly_worn,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3018.png
3019,231,39,248,57,without_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3019.png
3020,255,36,273,54,mask_incorrectly_worn,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3020.png
3021,318,26,341,53,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3021.png
3022,295,28,306,40,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3022.png
3023,283,47,293,58,with_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3023.png
3024,18,38,30,52,without_mask,maksssksksss657,400,267,maksssksksss657.xml,maksssksksss657.png,maksssksksss657-3024.png
3025,121,47,158,80,mask_incorrectly_worn,maksssksksss658,267,400,maksssksksss658.xml,maksssksksss658.png,maksssksksss658-3025.png
3026,113,97,252,251,mask_incorrectly_worn,maksssksksss659,441,575,maksssksksss659.xml,maksssksksss659.png,maksssksksss659-3026.png
3027,179,81,267,173,with_mask,maksssksksss66,380,400,maksssksksss66.xml,maksssksksss66.png,maksssksksss66-3027.png
3028,132,141,232,264,without_mask,maksssksksss660,301,400,maksssksksss660.xml,maksssksksss660.png,maksssksksss660-3028.png
3029,11,63,30,81,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3029.png
3030,67,58,83,74,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3030.png
3031,100,59,114,76,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3031.png
3032,156,55,172,72,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3032.png
3033,176,54,188,68,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3033.png
3034,190,52,202,68,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3034.png
3035,203,40,216,50,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3035.png
3036,198,66,213,82,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3036.png
3037,220,81,243,104,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3037.png
3038,261,46,279,65,without_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3038.png
3039,266,84,290,112,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3039.png
3040,317,41,332,57,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3040.png
3041,311,82,332,100,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3041.png
3042,352,101,384,137,with_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3042.png
3043,340,101,354,121,without_mask,maksssksksss661,400,261,maksssksksss661.xml,maksssksksss661.png,maksssksksss661-3043.png
3044,49,80,67,97,with_mask,maksssksksss662,400,261,maksssksksss662.xml,maksssksksss662.png,maksssksksss662-3044.png
3045,96,47,110,62,with_mask,maksssksksss662,400,261,maksssksksss662.xml,maksssksksss662.png,maksssksksss662-3045.png
3046,213,57,230,77,with_mask,maksssksksss662,400,261,maksssksksss662.xml,maksssksksss662.png,maksssksksss662-3046.png
3047,350,43,372,67,with_mask,maksssksksss662,400,261,maksssksksss662.xml,maksssksksss662.png,maksssksksss662-3047.png
3048,69,194,152,302,with_mask,maksssksksss663,301,400,maksssksksss663.xml,maksssksksss663.png,maksssksksss663-3048.png
3049,110,70,176,140,with_mask,maksssksksss664,259,400,maksssksksss664.xml,maksssksksss664.png,maksssksksss664-3049.png
3050,1,162,76,251,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3050.png
3051,49,88,86,140,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3051.png
3052,63,47,107,101,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3052.png
3053,118,94,172,156,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3053.png
3054,187,121,267,201,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3054.png
3055,252,21,293,69,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3055.png
3056,339,16,369,74,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3056.png
3057,325,138,389,201,with_mask,maksssksksss665,400,267,maksssksksss665.xml,maksssksksss665.png,maksssksksss665-3057.png
3058,21,12,103,114,with_mask,maksssksksss666,400,300,maksssksksss666.xml,maksssksksss666.png,maksssksksss666-3058.png
3059,188,100,283,204,with_mask,maksssksksss666,400,300,maksssksksss666.xml,maksssksksss666.png,maksssksksss666-3059.png
3060,298,2,398,91,mask_incorrectly_worn,maksssksksss666,400,300,maksssksksss666.xml,maksssksksss666.png,maksssksksss666-3060.png
3061,6,56,70,127,with_mask,maksssksksss667,400,225,maksssksksss667.xml,maksssksksss667.png,maksssksksss667-3061.png
3062,286,68,348,139,with_mask,maksssksksss667,400,225,maksssksksss667.xml,maksssksksss667.png,maksssksksss667-3062.png
3063,344,79,400,137,with_mask,maksssksksss667,400,225,maksssksksss667.xml,maksssksksss667.png,maksssksksss667-3063.png
3064,38,248,111,354,with_mask,maksssksksss668,301,400,maksssksksss668.xml,maksssksksss668.png,maksssksksss668-3064.png
3065,60,121,219,301,with_mask,maksssksksss669,300,400,maksssksksss669.xml,maksssksksss669.png,maksssksksss669-3065.png
3066,78,58,92,75,with_mask,maksssksksss67,400,300,maksssksksss67.xml,maksssksksss67.png,maksssksksss67-3066.png
3067,153,48,167,65,with_mask,maksssksksss67,400,300,maksssksksss67.xml,maksssksksss67.png,maksssksksss67-3067.png
3068,234,68,247,86,with_mask,maksssksksss67,400,300,maksssksksss67.xml,maksssksksss67.png,maksssksksss67-3068.png
3069,292,64,305,86,with_mask,maksssksksss67,400,300,maksssksksss67.xml,maksssksksss67.png,maksssksksss67-3069.png
3070,159,55,194,94,with_mask,maksssksksss670,400,225,maksssksksss670.xml,maksssksksss670.png,maksssksksss670-3070.png
3071,219,89,245,120,with_mask,maksssksksss670,400,225,maksssksksss670.xml,maksssksksss670.png,maksssksksss670-3071.png
3072,137,114,172,142,with_mask,maksssksksss670,400,225,maksssksksss670.xml,maksssksksss670.png,maksssksksss670-3072.png
3073,311,86,327,105,with_mask,maksssksksss670,400,225,maksssksksss670.xml,maksssksksss670.png,maksssksksss670-3073.png
3074,54,180,164,327,with_mask,maksssksksss671,301,400,maksssksksss671.xml,maksssksksss671.png,maksssksksss671-3074.png
3075,159,110,193,148,with_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3075.png
3076,214,168,246,205,with_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3076.png
3077,29,150,55,183,with_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3077.png
3078,341,118,376,156,with_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3078.png
3079,240,143,277,186,mask_incorrectly_worn,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3079.png
3080,51,221,96,263,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3080.png
3081,1,50,27,78,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3081.png
3082,133,47,159,76,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3082.png
3083,354,266,397,300,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-3083.png
3084,32,165,67,202,with_mask,maksssksksss673,400,290,maksssksksss673.xml,maksssksksss673.png,maksssksksss673-3084.png
3085,171,193,204,229,with_mask,maksssksksss673,400,290,maksssksksss673.xml,maksssksksss673.png,maksssksksss673-3085.png
3086,279,172,313,213,mask_incorrectly_worn,maksssksksss673,400,290,maksssksksss673.xml,maksssksksss673.png,maksssksksss673-3086.png
3087,102,199,118,220,without_mask,maksssksksss673,400,290,maksssksksss673.xml,maksssksksss673.png,maksssksksss673-3087.png
3088,240,189,258,210,without_mask,maksssksksss673,400,290,maksssksksss673.xml,maksssksksss673.png,maksssksksss673-3088.png
3089,24,60,44,83,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3089.png
3090,58,75,76,95,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3090.png
3091,130,67,152,92,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3091.png
3092,154,65,171,83,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3092.png
3093,171,116,192,138,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3093.png
3094,205,62,217,80,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3094.png
3095,216,63,234,84,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3095.png
3096,237,72,254,90,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3096.png
3097,252,79,269,99,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3097.png
3098,274,82,297,106,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3098.png
3099,300,60,314,77,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3099.png
3100,316,61,331,76,without_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3100.png
3101,345,54,362,74,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3101.png
3102,366,58,386,80,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3102.png
3103,113,55,127,72,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3103.png
3104,184,66,198,81,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3104.png
3105,140,56,155,71,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3105.png
3106,331,62,341,74,with_mask,maksssksksss674,400,225,maksssksksss674.xml,maksssksksss674.png,maksssksksss674-3106.png
3107,104,138,218,276,with_mask,maksssksksss675,301,400,maksssksksss675.xml,maksssksksss675.png,maksssksksss675-3107.png
3108,20,124,49,158,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3108.png
3109,34,219,73,267,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3109.png
3110,88,154,114,187,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3110.png
3111,107,99,124,119,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3111.png
3112,133,84,148,105,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3112.png
3113,192,112,210,135,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3113.png
3114,215,82,231,103,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3114.png
3115,264,108,279,125,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3115.png
3116,302,120,316,141,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3116.png
3117,340,142,356,172,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3117.png
3118,232,72,249,94,with_mask,maksssksksss676,400,267,maksssksksss676.xml,maksssksksss676.png,maksssksksss676-3118.png
3119,237,28,271,64,with_mask,maksssksksss677,400,300,maksssksksss677.xml,maksssksksss677.png,maksssksksss677-3119.png
3120,188,50,227,89,with_mask,maksssksksss678,400,225,maksssksksss678.xml,maksssksksss678.png,maksssksksss678-3120.png
3121,363,104,389,139,with_mask,maksssksksss678,400,225,maksssksksss678.xml,maksssksksss678.png,maksssksksss678-3121.png
3122,125,66,200,148,with_mask,maksssksksss679,400,225,maksssksksss679.xml,maksssksksss679.png,maksssksksss679-3122.png
3123,141,187,237,307,without_mask,maksssksksss68,301,400,maksssksksss68.xml,maksssksksss68.png,maksssksksss68-3123.png
3124,28,76,44,101,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3124.png
3125,159,66,176,86,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3125.png
3126,174,34,186,53,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3126.png
3127,202,39,218,61,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3127.png
3128,235,41,249,57,without_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3128.png
3129,249,43,266,65,mask_incorrectly_worn,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3129.png
3130,296,39,312,56,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3130.png
3131,332,51,346,69,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3131.png
3132,375,48,388,63,with_mask,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3132.png
3133,387,46,400,65,mask_incorrectly_worn,maksssksksss680,400,267,maksssksksss680.xml,maksssksksss680.png,maksssksksss680-3133.png
3134,81,174,222,331,with_mask,maksssksksss681,301,400,maksssksksss681.xml,maksssksksss681.png,maksssksksss681-3134.png
3135,69,80,107,114,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-3135.png
3136,191,73,221,106,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-3136.png
3137,311,80,346,110,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-3137.png
3138,3,53,23,77,without_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-3138.png
3139,108,49,134,67,with_mask,maksssksksss682,400,277,maksssksksss682.xml,maksssksksss682.png,maksssksksss682-3139.png
3140,96,87,216,214,with_mask,maksssksksss683,300,400,maksssksksss683.xml,maksssksksss683.png,maksssksksss683-3140.png
3141,80,55,102,80,with_mask,maksssksksss684,400,269,maksssksksss684.xml,maksssksksss684.png,maksssksksss684-3141.png
3142,174,71,192,90,with_mask,maksssksksss684,400,269,maksssksksss684.xml,maksssksksss684.png,maksssksksss684-3142.png
